Unnamed: 0,rank,disr,diss,dior,dios,diar,tots,rank.1,disr.1,diss.1,dior.1,dios.1,diar.1,tots.1,label
0,327.4,0.0,0.0,5.8,2.2,0.0,2.2,70.16979407123837,0.0,0.0,3.3466401061363023,0.8366600265340756,0.0,0.8366600265340756,0.0
1,324.8,0.0,0.0,3.8,1.4,0.0,1.4,68.79825579184403,0.0,0.0,2.588435821108957,0.5477225575051661,0.0,0.5477225575051661,0.0
2,323.0,0.0,0.0,2.6,1.0,0.0,1.0,68.27151675479314,0.0,0.0,0.5477225575051661,0.7071067811865476,0.0,0.7071067811865476,0.0
3,321.2,0.0,0.0,2.8,1.6,0.0,1.6,67.87635818162315,0.0,0.0,2.04939015319192,1.140175425099138,0.0,1.140175425099138,0.0
4,319.6,0.0,0.0,0.6,1.0,0.0,1.0,67.56330364924439,0.0,0.0,0.8944271909999157,0.0,0.0,0.0,0.0
5,318.2,0.0,0.0,0.8,0.4,0.0,0.4,67.28447071947582,0.0,0.0,0.8366600265340756,0.5477225575051661,0.0,0.5477225575051661,0.0
6,317.0,0.0,0.0,3.0,1.2,0.0,1.2,67.35725647619564,0.0,0.0,1.4142135623730951,1.095445115010332,0.0,1.095445115010332,0.0
7,331.0,0.0,0.0,2.0,0.5,0.0,0.5,67.51789886146241,0.0,0.0,1.632993161855452,0.5773502691896257,0.0,0.5773502691896257,0.0
8,305.1666666666667,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,65.00589716838516,0.0,0.0,0.816496580927726,0.6324555320336759,0.0,0.6324555320336759,0.0
9,314.0,0.0,0.0,0.6,0.6,0.0,0.6,67.64613810115105,0.0,0.0,0.5477225575051661,0.5477225575051661,0.0,0.5477225575051661,0.0
10,313.2,0.0,0.0,0.6,0.2,0.0,0.2,67.71041278858075,0.0,0.0,0.5477225575051661,0.447213595499958,0.0,0.447213595499958,0.0
11,312.4,0.0,0.0,0.0,0.2,0.0,0.2,67.79970501410754,0.0,0.0,0.0,0.447213595499958,0.0,0.447213595499958,0.0
12,311.6,0.0,0.0,0.4,0.8,0.0,0.8,67.91391609972142,0.0,0.0,0.5477225575051661,0.8366600265340756,0.0,0.8366600265340756,0.0
